DIVIPOLA,Municipio,Departamento,abstencion_2018,margen_2018,abstencion_2022,margen_2022,margen_2026,tasa_nulos_2026,IPM_2018,total_victimas,Amenaza,Desplazamiento forzado,Homicidio,abstencion_prom,margen_prom,abstencion_prom_norm,margen_prom_norm,IPM_2018_norm,total_victimas_norm,tasa_nulos_2026_norm,indice_fragilidad,nivel_riesgo,cluster,perfil_cluster
05138,CAÑASGORDAS,ANTIOQUIA,0.5034241476849785,,0.533445284075007,,,0.06022530329289428,45.3,6719,743,4102,1874,0.5184347158799927,0.31724006601182414,0.39346336170894675,0.36425842863182895,0.4439608269858541,0.1625099784706935,0.15720871066501552,52.42,Alto,2,Fragilidad Media
05142,CARACOLI,ANTIOQUIA,0.643312101910828,,0.5900595604846991,,,0.06022530329289428,35.9,1852,231,1223,398,0.6166858311977635,0.31724006601182414,0.5355791186063257,0.36425842863182895,0.34167573449401517,0.04477611940298507,0.15720871066501552,50.26,Alto,2,Fragilidad Media
05145,CARAMANTA,ANTIOQUIA,0.5048076923076923,,0.5506581571599521,,,0.06022530329289428,30.5,1411,130,827,454,0.5277329247338223,0.31724006601182414,0.4069127967080108,0.36425842863182895,0.2829162132752992,0.03410822709789786,0.15720871066501552,42.49,Medio,2,Fragilidad Media
05147,CAREPA,ANTIOQUIA,0.5704228657248791,,0.5629984736762904,,,0.06022530329289428,34.4,11478,1867,6331,3280,0.5667106697005848,0.31724006601182414,0.4632923269575014,0.36425842863182895,0.3253536452665941,0.27763129248409496,0.15720871066501552,54.14,Alto,2,Fragilidad Media
05150,CAROLINA,ANTIOQUIA,0.5381575697703137,,0.4706160018881284,,,0.06022530329289428,20.4,807,43,498,266,0.504386785829221,0.31724006601182414,0.3731436716418179,0.36425842863182895,0.1730141458106637,0.019497326979365733,0.15720871066501552,36.33,Medio,3,Fragilidad Baja
05154,CAUCASIA,ANTIOQUIA,0.5405137475580954,,0.5463759510625664,,,0.06022530329289428,36.0,15166,4265,7769,3132,0.543444849310331,0.31724006601182414,0.42963937895884036,0.36425842863182895,0.3427638737758433,0.36684486804228456,0.15720871066501552,56.32,Alto,2,Fragilidad Media
05190,CISNEROS,ANTIOQUIA,0.5720853573907009,,0.5138107839894145,,,0.06022530329289428,28.8,2366,115,1356,895,0.5429480706900577,0.31724006601182414,0.4289208113435799,0.36425842863182895,0.264417845484222,0.057209898642927984,0.15720871066501552,43.36,Medio,2,Fragilidad Media
05197,COCORNA,ANTIOQUIA,0.43306433366015534,,0.4425859270237843,,,0.06022530329289428,42.9,8226,674,4341,3211,0.4378251303419698,0.31724006601182414,0.27686527297612523,0.36425842863182895,0.41784548422198037,0.1989646580710709,0.15720871066501552,47.91,Medio,2,Fragilidad Media
05206,CONCEPCION,ANTIOQUIA,0.4969725197950629,,0.42466377934807387,,,0.06022530329289428,33.0,4150,111,3526,513,0.4608181495715684,0.31724006601182414,0.31012362653884934,0.36425842863182895,0.31011969532100103,0.1003652725029633,0.15720871066501552,41.83,Medio,2,Fragilidad Media
05209,CONCORDIA,ANTIOQUIA,0.615893205717524,,0.5933034892990741,,,0.06022530329289428,48.5,6199,1021,3890,1288,0.604598347508299,0.31724006601182414,0.518095124781349,0.36425842863182895,0.4787812840043525,0.14993105783884467,0.15720871066501552,58.34,Alto,0,Fragilidad Muy Alta
05212,COPACABANA,ANTIOQUIA,0.43289119887037897,,0.4232665849339327,,,0.06022530329289428,11.6,3173,127,1176,1870,0.42807889190215587,0.31724006601182414,0.2627677836163687,0.36425842863182895,0.07725788900979323,0.07673141585427803,0.15720871066501552,29.97,Medio,3,Fragilidad Baja
05172,CHIGORODO,ANTIOQUIA,0.5717513142459921,,0.5797652965671136,,,0.06022530329289428,37.7,17589,2364,10924,4301,0.5757583054065529,0.31724006601182414,0.476379319327275,0.36425842863182895,0.36126224156692055,0.4254578001403034,0.15720871066501552,60.77,Alto,0,Fragilidad Muy Alta
05234,DABEIBA,ANTIOQUIA,0.6646143321361382,,0.6616153885402316,,,0.06022530329289428,60.5,14774,3059,7774,3941,0.6631148603381849,0.31724006601182414,0.6027365915465639,0.36425842863182895,0.6093579978237214,0.35736229710442924,0.15720871066501552,73.46,Alto,0,Fragilidad Muy Alta
05237,DON MATIAS,ANTIOQUIA,0.4736687606411084,,0.5149196212288042,,,0.06022530329289428,19.7,1346,158,674,514,0.4942941909349563,0.31724006601182414,0.35854519346863806,0.36425842863182895,0.1653971708378672,0.032535862018916756,0.15720871066501552,35.86,Medio,3,Fragilidad Baja
05240,EBEJICO,ANTIOQUIA,0.5739918280333984,,0.5504690757470465,,,0.06022530329289428,39.1,2049,218,1333,498,0.5622304518902225,0.31724006601182414,0.45681189624559077,0.36425842863182895,0.37649619151251357,0.049541595103897045,0.15720871066501552,48.67,Medio,2,Fragilidad Media
05250,EL BAGRE,ANTIOQUIA,0.6796358068573304,,0.6924646181308173,,,0.06022530329289428,53.7,17383,4888,10985,1510,0.6860502124940738,0.31724006601182414,0.6359115323174658,0.36425842863182895,0.5353645266594124,0.42047461235153244,0.15720871066501552,73.84,Alto,0,Fragilidad Muy Alta
