DIVIPOLA,Municipio,Departamento,abstencion_2018,margen_2018,abstencion_2022,margen_2022,margen_2026,tasa_nulos_2026,IPM_2018,total_victimas,Amenaza,Desplazamiento forzado,Homicidio,abstencion_prom,margen_prom,abstencion_prom_norm,margen_prom_norm,IPM_2018_norm,total_victimas_norm,tasa_nulos_2026_norm,indice_fragilidad,nivel_riesgo,cluster,perfil_cluster
15296,GAMEZA,BOYACÁ,0.4781516825715721,,0.40851272015655576,,,0.06022530329289428,43.7,96,5,78,13,0.4433322013640639,0.31724006601182414,0.28483100002218736,0.36425842863182895,0.426550598476605,0.002298072038510849,0.15720871066501552,42.34,Medio,2,Fragilidad Media
15299,GARAGOA,BOYACÁ,0.40489962572303506,,0.3846343467543139,,,0.06022530329289428,20.3,417,37,259,121,0.39476698623867446,0.31724006601182414,0.21458363148997078,0.36425842863182895,0.17192600652883566,0.010063136505479088,0.15720871066501552,29.7,Medio,3,Fragilidad Baja
15317,GUACAMAYAS,BOYACÁ,0.4276846679081316,,0.45919003115264795,,,0.06022530329289428,30.4,92,6,73,13,0.44343734953038977,0.31724006601182414,0.284983092048781,0.36425842863182895,0.28182807399347115,0.0022013111105735504,0.15720871066501552,36.6,Medio,3,Fragilidad Baja
15322,GUATEQUE,BOYACÁ,0.4259238332014917,,0.3920177383592018,,0.024847632442569153,0.06022530329289428,19.4,291,18,198,75,0.40897078578034674,0.024847632442569153,0.2351287796662001,0.02527455634872323,0.162132752992383,0.007015167275454172,0.15720871066501552,19.27,Bajo,3,Fragilidad Baja
15325,GUAYATA,BOYACÁ,0.42579787234042554,,0.3954640250260688,,0.12442196531791908,0.044748618057383525,36.1,211,6,157,48,0.4106309486832472,0.12442196531791908,0.2375301295822348,0.14071561795915713,0.3438520130576714,0.005079948716708194,0.07417380451502276,28.86,Medio,2,Fragilidad Media
15332,GUICAN,BOYACÁ,0.425957302609285,,0.4641350210970464,,,0.06022530329289428,48.1,670,104,432,134,0.4450461618531657,0.31724006601182414,0.2873101656928578,0.36425842863182895,0.4744287268770402,0.016183265197513244,0.15720871066501552,44.77,Medio,2,Fragilidad Media
15362,IZA,BOYACÁ,0.4176983035304906,,0.39346463742166515,,,0.06022530329289428,24.8,37,0,25,12,0.40558147047607784,0.31724006601182414,0.23022628967133157,0.36425842863182895,0.22089227421109903,0.0008708483514356902,0.15720871066501552,31.97,Medio,3,Fragilidad Baja
15367,JENESANO,BOYACÁ,0.5223404255319148,,0.3937583001328021,,,0.06022530329289428,38.8,36,0,36,0,0.4580493628323585,0.31724006601182414,0.30611870280991654,0.36425842863182895,0.3732317736670293,0.0008466581194513655,0.15720871066501552,41.02,Medio,2,Fragilidad Media
15368,JERICO,BOYACÁ,0.5061262959472196,,0.49700598802395207,,,0.06022530329289428,64.7,379,46,296,37,0.5015661419855858,0.31724006601182414,0.36906373897662953,0.36425842863182895,0.6550598476605005,0.009143907690074747,0.15720871066501552,54.96,Alto,0,Fragilidad Muy Alta
15377,LABRANZAGRANDE,BOYACÁ,0.45589798087141337,,0.4257851239669421,,,0.06022530329289428,57.4,2334,205,1704,425,0.4408415524191778,0.31724006601182414,0.2812283899263797,0.36425842863182895,0.5756256800870511,0.05643581121942959,0.15720871066501552,49.82,Medio,2,Fragilidad Media
15380,LA CAPILLA,BOYACÁ,0.42383838383838385,,0.40246815286624205,,,0.06022530329289428,31.6,53,5,46,2,0.4131532683523129,0.31724006601182414,0.24117854993600957,0.36425842863182895,0.294885745375408,0.001257892063184886,0.15720871066501552,35.35,Medio,3,Fragilidad Baja
15403,LA UVITA,BOYACÁ,0.441747572815534,,0.4379767161782417,,,0.06022530329289428,41.9,185,22,135,28,0.4398621444968879,0.31724006601182414,0.2798117210393412,0.36425842863182895,0.4069640914036996,0.0044510026851157505,0.15720871066501552,41.43,Medio,2,Fragilidad Media
15401,LA VICTORIA,BOYACÁ,0.49761620977353993,,0.5311284046692607,,,0.06022530329289428,38.4,120,14,67,39,0.5143723072214004,0.31724006601182414,0.3875872728780459,0.36425842863182895,0.36887921653971706,0.0028786376061346428,0.15720871066501552,44.14,Medio,2,Fragilidad Media
15425,MACANAL,BOYACÁ,0.4454468564984494,,0.43807403284163654,,,0.06022530329289428,28.9,316,20,199,97,0.44176044467004294,0.31724006601182414,0.2825575256549308,0.36425842863182895,0.26550598476605003,0.0076199230750622895,0.15720871066501552,36.03,Medio,3,Fragilidad Baja
15442,MARIPI,BOYACÁ,0.5266069975589911,,0.536944219886823,,,0.06022530329289428,67.0,782,45,590,147,0.5317756087229071,0.31724006601182414,0.4127603547041467,0.36425842863182895,0.6800870511425462,0.018892571179757612,0.15720871066501552,57.99,Alto,0,Fragilidad Muy Alta
15455,MIRAFLORES,BOYACÁ,0.4001343183344527,,0.3552839116719243,,,0.06022530329289428,21.1,1403,314,945,144,0.3777091150031885,0.31724006601182414,0.18991019878797427,0.36425842863182895,0.18063112078346028,0.033914705242023266,0.15720871066501552,29.82,Medio,3,Fragilidad Baja
15464,MONGUA,BOYACÁ,0.34684684684684686,,0.31723625557206536,,,0.06022530329289428,50.7,376,25,289,62,0.3320415512094561,0.31724006601182414,0.12385415073991984,0.36425842863182895,0.5027203482045701,0.009071336994121774,0.15720871066501552,39.19,Medio,2,Fragilidad Media
15466,MONGUI,BOYACÁ,0.42528735632183906,,0.3522610483042138,,,0.06022530329289428,28.8,26,5,21,0,0.3887742023130264,0.31724006601182414,0.20591534288315555,0.36425842863182895,0.264417845484222,0.0006047557996081182,0.15720871066501552,32.72,Medio,3,Fragilidad Baja
15469,MONIQUIRA,BOYACÁ,0.44571558022314095,,0.3875557443193884,,,0.06022530329289428,27.1,465,30,286,149,0.4166356622712647,0.31724006601182414,0.24621567390153415,0.36425842863182895,0.2459194776931447,0.011224267640726674,0.15720871066501552,33.92,Medio,3,Fragilidad Baja
15476,MOTAVITA,BOYACÁ,0.4738255033557047,,0.3559080377829264,,,0.06022530329289428,49.8,17,6,11,0,0.41486677056931553,0.31724006601182414,0.24365705273699118,0.36425842863182895,0.49292709466811746,0.00038704371174919566,0.15720871066501552,43.27,Medio,2,Fragilidad Media
15480,MUZO,BOYACÁ,0.4237037037037037,,0.4669904186901168,,,0.06022530329289428,40.7,1878,126,1279,473,0.44534706119691025,0.31724006601182414,0.2877454028690249,0.36425842863182895,0.3939064200217628,0.045405065434577514,0.15720871066501552,42.52,Medio,2,Fragilidad Media
15491,NOBSA,BOYACÁ,0.2904263214315165,,0.2732261555108981,,,0.06022530329289428,10.5,65,6,47,12,0.2818262384712073,0.31724006601182414,0.05121999127461713,0.36425842863182895,0.06528835690968443,0.0015481748469967826,0.15720871066501552,18.72,Bajo,3,Fragilidad Baja
15494,NUEVO COLON,BOYACÁ,0.5272369284620433,,0.42739552553820176,,,0.06022530329289428,46.2,50,1,42,7,0.47731622700012255,0.31724006601182414,0.33398734303231953,0.36425842863182895,0.4537540805223068,0.0011853213672319118,0.15720871066501552,45.33,Medio,2,Fragilidad Media
15500,OICATA,BOYACÁ,0.376,,0.3469896686854293,,,0.06022530329289428,22.8,6,0,6,0,0.3614948343427147,0.31724006601182414,0.1664569813750521,0.36425842863182895,0.1991294885745375,0.00012095115992162363,0.15720871066501552,28.55,Medio,3,Fragilidad Baja
15507,OTANCHE,BOYACÁ,0.46613358419567263,,0.45188776259732627,,,0.06022530329289428,44.7,2652,165,1847,640,0.4590106733964995,0.31724006601182414,0.3075091946938457,0.36425842863182895,0.43743199129488575,0.06412830499044485,0.15720871066501552,45.63,Medio,2,Fragilidad Media
15511,PACHAVITA,BOYACÁ,0.45543032786885246,,0.4034552845528455,,,0.06022530329289428,37.5,40,1,15,24,0.42944280621084896,0.31724006601182414,0.2647406234533128,0.36425842863182895,0.3590859630032644,0.0009434190473886644,0.15720871066501552,38.82,Medio,2,Fragilidad Media
15514,PAEZ,BOYACÁ,0.3603340292275574,,0.36471067644661775,,,0.06022530329289428,36.5,2409,202,2023,184,0.36252235283708756,0.31724006601182414,0.16794324001019906,0.36425842863182895,0.34820457018498363,0.058250078618253945,0.15720871066501552,36.37,Medio,3,Fragilidad Baja
15516,PAIPA,BOYACÁ,0.36164542294322133,,0.3183634833824148,,,0.06022530329289428,16.2,137,10,89,38,0.3400044531628181,0.31724006601182414,0.1353721252132027,0.36425842863182895,0.12731229597388466,0.003289871549868163,0.15720871066501552,24.57,Bajo,3,Fragilidad Baja
15518,PAJARITO,BOYACÁ,0.46130773845230955,,0.3935372186959031,,,0.06022530329289428,27.8,1440,154,1051,235,0.4274224785741063,0.31724006601182414,0.2618183116775355,0.36425842863182895,0.2535364526659412,0.03480974382544328,0.15720871066501552,35.59,Medio,3,Fragilidad Baja
15522,PANQUEBA,BOYACÁ,0.4591584158415842,,0.4761602034329307,,,0.06022530329289428,42.7,131,8,93,30,0.46765930963725744,0.31724006601182414,0.3200190525362748,0.36425842863182895,0.41566920565832427,0.0031447301579622146,0.15720871066501552,43.33,Medio,2,Fragilidad Media
15531,PAUNA,BOYACÁ,0.482648886194878,,0.44143484626647145,,,0.06022530329289428,47.4,1465,102,814,549,0.4620418662306747,0.31724006601182414,0.3118936768703326,0.36425842863182895,0.46681175190424373,0.0354144996250514,0.15720871066501552,46.06,Medio,2,Fragilidad Media
15533,PAYA,BOYACÁ,0.42186495176848876,,0.40470139771283353,,,0.06022530329289428,68.2,972,101,754,117,0.4132831747406611,0.31724006601182414,0.24136645360149162,0.36425842863182895,0.6931447225244831,0.023488715256779313,0.15720871066501552,51.86,Alto,2,Fragilidad Media
15537,PAZ DE RIO,BOYACÁ,0.45797922568460814,,0.4306604923226907,,,0.06022530329289428,21.6,102,6,85,11,0.44431985900364945,0.31724006601182414,0.2862596017490095,0.36425842863182895,0.18607181719260063,0.0024432134304167973,0.15720871066501552,32.86,Medio,3,Fragilidad Baja
15542,PESCA,BOYACÁ,0.5321821036106751,,0.4645412130637636,,,0.06022530329289428,39.3,227,14,166,47,0.49836165833721935,0.31724006601182414,0.36442859954152024,0.36425842863182895,0.37867247007616966,0.005466992428457389,0.15720871066501552,43.69,Medio,2,Fragilidad Media
15550,PISBA,BOYACÁ,0.4581712062256809,,0.4387755102040816,,,0.06022530329289428,57.9,720,57,563,100,0.44847335821488127,0.31724006601182414,0.2922674489094998,0.36425842863182895,0.5810663764961914,0.01739277679672948,0.15720871066501552,49.24,Medio,2,Fragilidad Media
15572,PUERTO BOYACA,BOYACÁ,0.4154800819990027,,0.3953647978038222,,,0.06022530329289428,33.6,7369,734,5154,1481,0.40542243990141247,0.31724006601182414,0.22999625919874817,0.36425842863182895,0.3166485310119695,0.1782336292605046,0.15720871066501552,41.38,Medio,2,Fragilidad Media
15580,QUIPAMA,BOYACÁ,0.4574699032958358,,0.5045926517571885,,,0.06022530329289428,64.6,614,41,449,124,0.48103127752651215,0.31724006601182414,0.33936099416861726,0.36425842863182895,0.6539717083786724,0.014828612206391058,0.15720871066501552,53.91,Alto,2,Fragilidad Media
15599,RAMIRIQUI,BOYACÁ,0.5091881832984415,,0.40449313855688357,,,0.06022530329289428,31.4,159,7,144,8,0.4568406609276625,0.31724006601182414,0.3043703706358379,0.36425842863182895,0.29270946681175186,0.003822056653523307,0.15720871066501552,37.85,Medio,2,Fragilidad Media
15600,RAQUIRA,BOYACÁ,0.38808234019501625,,0.3444138473642801,,,0.06022530329289428,31.3,21,5,11,5,0.3662480937796482,0.31724006601182414,0.17333235434587918,0.36425842863182895,0.2916213275299238,0.0004838046396864946,0.15720871066501552,32.51,Medio,3,Fragilidad Baja
15621,RONDON,BOYACÁ,0.45702952842661965,,0.4108527131782946,,,0.06022530329289428,46.9,82,4,76,2,0.4339411208024571,0.31724006601182414,0.27124723033386894,0.36425842863182895,0.46137105549510327,0.001959408790730303,0.15720871066501552,43.17,Medio,2,Fragilidad Media
15632,SABOYA,BOYACÁ,0.44829753797799893,,0.42116021023943934,,,0.06022530329289428,41.8,81,3,54,24,0.43472887410871913,0.31724006601182414,0.27238667956053425,0.36425842863182895,0.40587595212187155,0.0019352185587459784,0.15720871066501552,41.01,Medio,2,Fragilidad Media
15638,SACHICA,BOYACÁ,0.36839096884824235,,0.28173777315296566,,,0.06022530329289428,23.8,12,0,12,0,0.32506437100060404,0.31724006601182414,0.11376197780953201,0.36425842863182895,0.21001088139281826,0.000266092551827572,0.15720871066501552,26.9,Medio,3,Fragilidad Baja
15646,SAMACA,BOYACÁ,0.44918977313647823,,0.389374185136897,,,0.06022530329289428,21.5,99,18,81,0,0.41928197913668763,0.31724006601182414,0.25004345054410476,0.36425842863182895,0.18498367791077258,0.002370642734463823,0.15720871066501552,31.38,Medio,3,Fragilidad Baja
15660,SAN EDUARDO,BOYACÁ,0.4222674813306178,,0.4107744107744108,,,0.06022530329289428,35.9,404,67,302,35,0.41652094605251433,0.31724006601182414,0.24604974212352443,0.36425842863182895,0.34167573449401517,0.009748663489682867,0.15720871066501552,37.67,Medio,2,Fragilidad Media
15664,SAN JOSE DE PARE,BOYACÁ,0.5183051477420554,,0.4703023758099352,,,0.06022530329289428,50.8,97,3,74,20,0.49430376177599533,0.31724006601182414,0.35855903725365773,0.36425842863182895,0.5038084874863982,0.002322262270495174,0.15720871066501552,48.32,Medio,2,Fragilidad Media
15667,SAN LUIS DE GACENO,BOYACÁ,0.4241040858251541,,0.42382999044890163,,,0.06022530329289428,31.4,1107,77,832,198,0.42396703813702785,0.31724006601182414,0.25682017469414403,0.36425842863182895,0.29270946681175186,0.02675439657466315,0.15720871066501552,36.69,Medio,3,Fragilidad Baja
15673,SAN MATEO,BOYACÁ,0.4427288040426727,,0.46970120078190447,,,0.06022530329289428,45.8,634,26,539,69,0.4562150024122886,0.31724006601182414,0.3034653841307578,0.36425842863182895,0.4494015233949945,0.015312416846077554,0.15720871066501552,44.39,Medio,2,Fragilidad Media
15676,SAN MIGUEL DE SEMA,BOYACÁ,0.44407283537718323,,0.39824304538799415,,,0.06022530329289428,35.6,19,0,7,12,0.4211579403825887,0.31724006601182414,0.25275694292034007,0.36425842863182895,0.33841131664853097,0.0004354241757178451,0.15720871066501552,37.51,Medio,2,Fragilidad Media
15681,SAN PABLO DE BORBUR,BOYACÁ,0.4392313019390582,,0.47522170057381324,,,0.06022530329289428,53.7,1356,81,890,385,0.4572265012564357,0.31724006601182414,0.30492847107253823,0.36425842863182895,0.5353645266594124,0.03277776433876001,0.15720871066501552,48.41,Medio,2,Fragilidad Media
15686,SANTANA,BOYACÁ,0.5094394004899842,,0.43194268857985674,,,0.06022530329289428,40.5,237,14,180,43,0.47069104453492044,0.31724006601182414,0.3244043187828722,0.36425842863182895,0.3917301414581066,0.005708894748300637,0.15720871066501552,42.63,Medio,2,Fragilidad Media
15690,SANTA MARIA,BOYACÁ,0.4874450721908349,,0.43088190418065303,,,0.06022530329289428,29.0,471,25,315,131,0.45916348818574393,0.31724006601182414,0.3077302343163309,0.36425842863182895,0.2665941240478781,0.011369409032632623,0.15720871066501552,37.19,Medio,3,Fragilidad Baja
15693,SANTA ROSA DE VITERBO,BOYACÁ,0.33546090585491595,,0.31172875100911085,,,0.06022530329289428,19.0,62,4,49,9,0.32359482843201337,0.31724006601182414,0.1116363515125407,0.36425842863182895,0.1577801958650707,0.0014756041510438085,0.15720871066501552,24.78,Bajo,3,Fragilidad Baja
15696,SANTA SOFIA,BOYACÁ,0.43063773833004604,,0.39017246989912135,,,0.06022530329289428,31.4,29,9,20,0,0.4104051041145837,0.31724006601182414,0.23720345571483942,0.36425842863182895,0.29270946681175186,0.0006773264955610924,0.15720871066501552,35.09,Medio,3,Fragilidad Baja
15720,SATIVANORTE,BOYACÁ,0.47980416156670747,,0.4670418006430868,,,0.06022530329289428,51.6,175,24,123,28,0.4734229811048971,0.31724006601182414,0.3283559404228114,0.36425842863182895,0.5125136017410228,0.004209100365272503,0.15720871066501552,47.53,Medio,2,Fragilidad Media
15723,SATIVASUR,BOYACÁ,0.5845012366034625,,0.5089285714285714,,,0.06022530329289428,29.7,30,2,28,0,0.546714904016017,0.31724006601182414,0.4343693639375487,0.36425842863182895,0.27421109902067464,0.0007015167275454172,0.15720871066501552,42.17,Medio,2,Fragilidad Media
15740,SIACHOQUE,BOYACÁ,0.4605071878533355,,0.38047084847527257,,,0.06022530329289428,45.1,25,0,25,0,0.42048901816430406,0.31724006601182414,0.2517893774423347,0.36425842863182895,0.441784548422198,0.0005805655676237935,0.15720871066501552,41.57,Medio,2,Fragilidad Media
15753,SOATA,BOYACÁ,0.37731013085120735,,0.38347150940913277,,,0.06022530329289428,17.3,194,10,178,6,0.38039082013017006,0.31724006601182414,0.19378916293676735,0.36425842863182895,0.13928182807399347,0.004668714772974673,0.15720871066501552,27.41,Medio,3,Fragilidad Baja
15755,SOCOTA,BOYACÁ,0.48216141323172845,,0.4807951482479784,,,0.06022530329289428,52.9,1040,57,794,189,0.48147828073985344,0.31724006601182414,0.34000756392809633,0.36425842863182895,0.5266594124047878,0.025133651031713392,0.15720871066501552,49.22,Medio,2,Fragilidad Media
15757,SOCHA,BOYACÁ,0.5027313358715444,,0.48650720637841155,,,0.06022530329289428,20.8,401,48,309,44,0.49461927112497794,0.31724006601182414,0.35901540713601315,0.36425842863182895,0.17736670293797602,0.009676092793729892,0.15720871066501552,35.63,Medio,3,Fragilidad Baja
15759,SOGAMOSO,BOYACÁ,0.3440467256175156,,0.3160902379505977,,,0.06022530329289428,10.4,1081,141,615,325,0.3300684817840567,0.31724006601182414,0.12100019581131866,0.36425842863182895,0.06420021762785635,0.026125450543070708,0.15720871066501552,22.22,Bajo,3,Fragilidad Baja
15761,SOMONDOCO,BOYACÁ,0.49325842696629213,,0.4481641468682505,,,0.06022530329289428,41.0,131,0,87,44,0.4707112869172713,0.31724006601182414,0.3244335984656514,0.36425842863182895,0.39717083786724694,0.0031447301579622146,0.15720871066501552,42.77,Medio,2,Fragilidad Media
15762,SORA,BOYACÁ,0.4860206817311375,,0.3394927536231884,,,0.06022530329289428,55.3,3,0,3,0,0.41275671767716293,0.31724006601182414,0.2406049574717934,0.36425842863182895,0.5527747551686615,4.838046396864945e-05,0.15720871066501552,45.52,Medio,2,Fragilidad Media
15764,SORACA,BOYACÁ,0.43210775391336004,,0.3840223097112861,,,0.06022530329289428,38.5,18,3,15,0,0.40806503181232306,0.31724006601182414,0.23381864786451861,0.36425842863182895,0.3699673558215451,0.0004112339437335204,0.15720871066501552,38.01,Medio,2,Fragilidad Media
15763,SOTAQUIRA,BOYACÁ,0.33758658403208164,,0.32522897585345545,,,0.06022530329289428,35.4,36,7,29,0,0.33140777994276854,0.31724006601182414,0.12293742951010167,0.36425842863182895,0.3362350380848748,0.0008466581194513655,0.15720871066501552,32.29,Medio,3,Fragilidad Baja
15774,SUSACON,BOYACÁ,0.44360618634477555,,0.42304717710750195,,,0.06022530329289428,37.1,264,3,160,101,0.43332668172613875,0.31724006601182414,0.27035847223564385,0.36425842863182895,0.3547334058759521,0.006362031011877404,0.15720871066501552,39.04,Medio,2,Fragilidad Media
15776,SUTAMARCHAN,BOYACÁ,0.3512825177369474,,0.3572867696440564,,,0.06022530329289428,31.1,12,0,12,0,0.35428464369050194,0.31724006601182414,0.15602776946636782,0.36425842863182895,0.28944504896626766,0.000266092551827572,0.15720871066501552,31.73,Medio,3,Fragilidad Baja
15778,SUTATENZA,BOYACÁ,0.43044189852700493,,0.4043062200956938,,,0.06022530329289428,47.4,26,1,18,7,0.41737405931134935,0.31724006601182414,0.24728373154040179,0.36425842863182895,0.46681175190424373,0.0006047557996081182,0.15720871066501552,42.39,Medio,2,Fragilidad Media
15790,TASCO,BOYACÁ,0.5681063122923588,,0.46243127672571777,,,0.06022530329289428,31.4,116,6,78,32,0.5152687945090383,0.31724006601182414,0.3888840008492193,0.36425842863182895,0.29270946681175186,0.0027818766781973437,0.15720871066501552,41.17,Medio,2,Fragilidad Media
15798,TENZA,BOYACÁ,0.47677119628339143,,0.4324248384377634,,,0.06022530329289428,41.1,6,0,6,0,0.4545980173605774,0.31724006601182414,0.301126489007049,0.36425842863182895,0.39825897714907504,0.00012095115992162363,0.15720871066501552,41.79,Medio,2,Fragilidad Media
15804,TIBANA,BOYACÁ,0.5750306664849394,,0.46059962854868663,,,0.06022530329289428,47.0,57,0,55,2,0.517815147516813,0.31724006601182414,0.3925671843312329,0.36425842863182895,0.4624591947769314,0.0013546529911221848,0.15720871066501552,48.0,Medio,2,Fragilidad Media
15806,TIBASOSA,BOYACÁ,0.36087554435021774,,0.34006698764915216,,,0.06022530329289428,14.3,71,8,13,50,0.3504712659996849,0.31724006601182414,0.1505118925716042,0.36425842863182895,0.10663764961915125,0.0016933162389027312,0.15720871066501552,24.3,Bajo,3,Fragilidad Baja
15808,TINJACA,BOYACÁ,0.3560115190784737,,0.27823691460055094,,,0.06022530329289428,35.2,19,0,5,14,0.3171242168395123,0.31724006601182414,0.10227690698020042,0.36425842863182895,0.3340587595212187,0.0004354241757178451,0.15720871066501552,31.37,Medio,3,Fragilidad Baja
15810,TIPACOQUE,BOYACÁ,0.49685157421289355,,0.4744358754641531,,,0.06022530329289428,41.6,56,0,29,27,0.48564372483852336,0.31724006601182414,0.34603268882343813,0.36425842863182895,0.4036996735582154,0.0013304627591378601,0.15720871066501552,43.83,Medio,2,Fragilidad Media
15814,TOCA,BOYACÁ,0.4598983338040102,,0.3532501641497045,,,0.06022530329289428,30.2,25,7,15,3,0.40657424897685734,0.31724006601182414,0.23166229849029923,0.36425842863182895,0.279651795429815,0.0005805655676237935,0.15720871066501552,34.35,Medio,3,Fragilidad Baja
15816,TOGUI,BOYACÁ,0.527449617790132,,0.48433569631831697,,,0.06022530329289428,50.0,107,5,74,28,0.5058926570542245,0.31724006601182414,0.375321845683295,0.36425842863182895,0.49510337323177356,0.0025641645903384212,0.15720871066501552,48.65,Medio,2,Fragilidad Media
15820,TOPAGA,BOYACÁ,0.34578512396694217,,0.3158210747523266,,,0.06022530329289428,28.7,29,9,20,0,0.33080309935963437,0.31724006601182414,0.12206278662716519,0.36425842863182895,0.2633297062023939,0.0006773264955610924,0.15720871066501552,29.36,Medio,3,Fragilidad Baja
15822,TOTA,BOYACÁ,0.5789731051344743,,0.5181371401825415,,,0.06022530329289428,47.9,38,2,20,16,0.5485551226585079,0.31724006601182414,0.4370311562682356,0.36425842863182895,0.4722524483133841,0.0008950385834200149,0.15720871066501552,50.14,Alto,2,Fragilidad Media
15832,TUNUNGUA,BOYACÁ,0.4743401759530792,,0.36232876712328765,,,0.06022530329289428,42.1,119,15,78,26,0.41833447153818343,0.31724006601182414,0.24867292402039126,0.36425842863182895,0.4091403699673558,0.002854447374150318,0.15720871066501552,40.23,Medio,2,Fragilidad Media
15835,TURMEQUE,BOYACÁ,0.5430404562466583,,0.4280436312456017,,,0.06022530329289428,45.1,16,0,12,4,0.48554204374612997,0.31724006601182414,0.34588561176114824,0.36425842863182895,0.441784548422198,0.00036285347976487096,0.15720871066501552,45.3,Medio,2,Fragilidad Media
15837,TUTA,BOYACÁ,0.40641569459172855,,0.3467367391835737,,,0.06022530329289428,32.8,31,3,28,0,0.3765762168876511,0.31724006601182414,0.18827151333736664,0.36425842863182895,0.3079434167573449,0.0007257069595297418,0.15720871066501552,33.75,Medio,3,Fragilidad Baja
15839,TUTAZA,BOYACÁ,0.417448923246825,,0.33300099700897307,,,0.06022530329289428,36.4,184,20,116,48,0.375224960127899,0.31724006601182414,0.1863169820676322,0.36425842863182895,0.3471164309031556,0.004426812453131426,0.15720871066501552,35.35,Medio,3,Fragilidad Baja
15842,UMBITA,BOYACÁ,0.4187322946175637,,0.3746532593619972,,,0.06022530329289428,49.4,111,6,90,15,0.39669277698978045,0.31724006601182414,0.21736919997267173,0.36425842863182895,0.48857453754080515,0.00266092551827572,0.15720871066501552,42.13,Medio,2,Fragilidad Media
15861,VENTAQUEMADA,BOYACÁ,0.4911237188872621,,0.40309145556032633,,,0.06022530329289428,25.7,56,1,39,16,0.4471075872237942,0.31724006601182414,0.29029192346615945,0.36425842863182895,0.2306855277475517,0.0013304627591378601,0.15720871066501552,34.75,Medio,3,Fragilidad Baja
15879,VIRACACHA,BOYACÁ,0.45334401281537845,,0.41540905480540113,,,0.06022530329289428,45.1,7,0,6,1,0.43437653381038976,0.31724006601182414,0.27187703538987446,0.36425842863182895,0.441784548422198,0.00014514139190594837,0.15720871066501552,42.36,Medio,2,Fragilidad Media
15897,ZETAQUIRA,BOYACÁ,0.47914547304170907,,0.42363968907178784,,,0.06022530329289428,50.7,367,66,256,45,0.45139258105674845,0.31724006601182414,0.29648997159926554,0.36425842863182895,0.5027203482045701,0.00885362490626285,0.15720871066501552,46.03,Medio,2,Fragilidad Media
17001,MANIZALES,CALDAS,0.3583562266841209,,0.35324525458056616,,0.007819710798892422,0.09695047901767642,13.9,6324,336,4070,1918,0.35580074063234357,0.007819710798892422,0.15822073454083802,0.0055333108409468985,0.10228509249183894,0.15295483683688527,0.354245186709147,20.98,Bajo,3,Fragilidad Baja
17013,AGUADAS,CALDAS,0.4589598490972784,,0.4252994326539189,,0.0970030147189218,0.08583828966404115,30.0,4979,201,3748,1030,0.44212964087559864,0.0970030147189218,0.2830915511265653,0.10892757907412971,0.27747551686615884,0.1204189748179685,0.2946265031177182,34.18,Medio,3,Fragilidad Baja
17042,ANSERMA,CALDAS,0.4461389058734669,,0.45550396257375275,,,0.06022530329289428,32.5,6418,332,4393,1693,0.4508214342236098,0.31724006601182414,0.29566383375616306,0.36425842863182895,0.3046789989118607,0.15522871864341178,0.15720871066501552,42.78,Medio,2,Fragilidad Media
17050,ARANZAZU,CALDAS,0.48188243714771406,,0.4714552073159904,,,0.06022530329289428,32.1,1230,65,775,390,0.47666882223185225,0.31724006601182414,0.33305090156431044,0.36425842863182895,0.3003264417845484,0.029729795108735094,0.15720871066501552,40.11,Medio,2,Fragilidad Media
17088,BELALCAZAR,CALDAS,0.4533110302076159,,0.5139196609189867,,,0.06022530329289428,41.2,1099,112,628,359,0.48361534556330127,0.31724006601182414,0.3430987307198499,0.36425842863182895,0.39934711643090315,0.02656087471878855,0.15720871066501552,44.34,Medio,2,Fragilidad Media
17174,CHINCHINA,CALDAS,0.44004112742797113,,0.43806795099317924,,,0.06022530329289428,21.8,2645,135,1615,895,0.4390545392105752,0.31724006601182414,0.27864355682901715,0.36425842863182895,0.18824809575625678,0.06395897336655458,0.15720871066501552,34.6,Medio,3,Fragilidad Baja
17272,FILADELFIA,CALDAS,0.5011289108697989,,0.48852772466539196,,,0.06022530329289428,36.2,1350,77,856,417,0.49482831776759545,0.31724006601182414,0.35931778356956673,0.36425842863182895,0.34494015233949943,0.032632622946854054,0.15720871066501552,43.02,Medio,2,Fragilidad Media
17380,LA DORADA,CALDAS,0.48818590810868256,,0.4627914741077861,,,0.06022530329289428,26.8,8182,561,4609,3012,0.47548869110823433,0.31724006601182414,0.33134389572189654,0.36425842863182895,0.2426550598476605,0.1979002878637606,0.15720871066501552,43.09,Medio,2,Fragilidad Media
17388,LA MERCED,CALDAS,0.528278097982709,,0.5145837016086264,,,0.06022530329289428,34.5,1576,161,1101,314,0.5214308997956677,0.31724006601182414,0.3977972050816427,0.36425842863182895,0.32644178454842215,0.038099615375311445,0.15720871066501552,43.98,Medio,2,Fragilidad Media
17433,MANZANARES,CALDAS,0.4837446141793968,,0.4906439540585882,,,0.06022530329289428,37.5,3994,143,3262,589,0.48719428411899246,0.31724006601182414,0.3482755020988439,0.36425842863182895,0.3590859630032644,0.09659159631340863,0.15720871066501552,45.17,Medio,2,Fragilidad Media
