Código_Departamento;Nombre_Departamento;Código_Municipio;Nombre_Municipio;Código_Entidad;Nombre_Entidad;Tipo;Longitud;Latitud
20;CESAR;20001;VALLEDUPAR;20001032;LA VEGA ARRIBA;CP;-73,203416;10,658551
20;CESAR;20001;VALLEDUPAR;20001034;VILLA GERMANIA;CP;-73,71471;10,266922
20;CESAR;20001;VALLEDUPAR;20001036;EL JABO;CP;-73,184905;10,484897
20;CESAR;20001;VALLEDUPAR;20001037;EL ALTO DE LA VUELTA;CP;-73,141973;10,587695
20;CESAR;20001;VALLEDUPAR;20001038;HATICOS II;CP;-73,325246;10,689658
20;CESAR;20001;VALLEDUPAR;20001039;EL PERRO;CP;-73,681359;9,965669
20;CESAR;20001;VALLEDUPAR;20001040;LAS MERCEDES;CP;-73,776935;10,069797
20;CESAR;20001;VALLEDUPAR;20001041;SABANA DE CRESPO;CP;-73,412263;10,58025
20;CESAR;20001;VALLEDUPAR;20001042;LAS CASITAS;CP;-73,255667;10,368755
20;CESAR;20001;VALLEDUPAR;20001044;MARUAMAQUE;CP;-73,410038;10,757019
20;CESAR;20001;VALLEDUPAR;20001045;PONTÓN;CP;-73,340334;10,711033
20;CESAR;20001;VALLEDUPAR;20001047;EL MOJAO;CP;-73,319845;10,701451
20;CESAR;20001;VALLEDUPAR;20001048;RAMALITO;CP;-73,311214;10,698187
20;CESAR;20001;VALLEDUPAR;20001051;VILLA RUEDA;CP;-73,258474;10,730128
20;CESAR;20001;VALLEDUPAR;20001052;ARHUACO DE LA SIERRA NEVADA;CP;-73,488971;10,679677
20;CESAR;20001;VALLEDUPAR;20001053;ISRWA;CP;-73,44374;10,568333
20;CESAR;20001;VALLEDUPAR;20001054;IRUKUA;CP;-73,31163;10,526181
20;CESAR;20001;VALLEDUPAR;20001055;RONGOI;CP;-73,35762521;10,74855717
20;CESAR;20011;AGUACHICA;20011000;AGUACHICA;CM;-73,614027;8,306811
20;CESAR;20011;AGUACHICA;20011001;BARRANCALEBRIJA;CP;-73,720372;8,012004
20;CESAR;20011;AGUACHICA;20011006;LOMA DE CORREDOR;CP;-73,768721;8,130398
20;CESAR;20011;AGUACHICA;20011009;PUERTO PATIÑO;CP;-73,691861;8,084858
20;CESAR;20011;AGUACHICA;20011010;BUTURAMA;CP;-73,694899;8,227898
20;CESAR;20011;AGUACHICA;20011011;NOREAN;CP;-73,610725;8,383428
20;CESAR;20011;AGUACHICA;20011012;SANTA LUCÍA;CP;-73,631209;8,044447
20;CESAR;20011;AGUACHICA;20011014;VILLA DE SAN ANDRÉS;CP;-73,593087;8,257673
20;CESAR;20011;AGUACHICA;20011025;EL JUNCAL;CP;-73,610821;8,198996
20;CESAR;20011;AGUACHICA;20011026;LA CAMPANA;CP;-73,595242;8,332195
20;CESAR;20011;AGUACHICA;20011029;LA YE;CP;-73,749279;8,121817
20;CESAR;20013;AGUSTÍN CODAZZI;20013000;AGUSTÍN CODAZZI;CM;-73,238389;10,040454
20;CESAR;20013;AGUSTÍN CODAZZI;20013002;CASACARA;CP;-73,261621;9,831891
20;CESAR;20013;AGUSTÍN CODAZZI;20013003;LLERASCA;CP;-73,248315;9,862403
20;CESAR;20013;AGUSTÍN CODAZZI;20013006;PUNTA ARRECHA;CP;-73,259356;9,936813
20;CESAR;20013;AGUSTÍN CODAZZI;20013007;SAN RAMÓN;CP;-73,207092;10,038279
20;CESAR;20032;ASTREA;20032000;ASTREA;CM;-73,975842;9,498062
20;CESAR;20032;ASTREA;20032001;ARJONA;CP;-73,910467;9,534242
20;CESAR;20032;ASTREA;20032003;EL YUCAL;CP;-73,876604;9,556472
20;CESAR;20032;ASTREA;20032005;SANTA CECILIA;CP;-73,798135;9,531926
20;CESAR;20032;ASTREA;20032006;EL HEBRÓN;CP;-73,861656;9,517071
20;CESAR;20032;ASTREA;20032007;EL JOBO;CP;-73,867614;9,482884
20;CESAR;20032;ASTREA;20032008;LA Y;CP;-73,907837;9,5568
20;CESAR;20032;ASTREA;20032009;MONTECRISTO;CP;-74,078565;9,469282
20;CESAR;20032;ASTREA;20032010;NUEVA COLOMBIA;CP;-74,042513;9,553325
20;CESAR;20045;BECERRIL;20045000;BECERRIL;CM;-73,278707;9,704404
20;CESAR;20045;BECERRIL;20045001;ESTADOS UNIDOS;CP;-73,21353;9,624162
20;CESAR;20045;BECERRIL;20045004;LA GUAJIRITA;CP;-73,318377;9,754118
20;CESAR;20060;BOSCONIA;20060000;BOSCONIA;CM;-73,888761;9,975098
20;CESAR;20060;BOSCONIA;20060004;LOMA COLORADA;CP;-73,83896;9,899232
20;CESAR;20060;BOSCONIA;20060010;PUERTO LAJAS;CP;-73,837622;9,786171
20;CESAR;20175;CHIMICHAGUA;20175000;CHIMICHAGUA;CM;-73,813278;9,25875
20;CESAR;20175;CHIMICHAGUA;20175004;CANDELARIA;CP;-73,880114;9,208812
20;CESAR;20175;CHIMICHAGUA;20175005;EL GUAMO;CP;-73,903269;9,211999
20;CESAR;20175;CHIMICHAGUA;20175008;LAS FLORES;CP;-73,944807;9,291335
20;CESAR;20175;CHIMICHAGUA;20175009;LAS VEGAS;CP;-73,651427;9,07868
20;CESAR;20175;CHIMICHAGUA;20175010;MANDINGUILLA;CP;-73,886679;9,352399
20;CESAR;20175;CHIMICHAGUA;20175011;SALOA;CP;-73,729041;9,191867
20;CESAR;20175;CHIMICHAGUA;20175013;SEMPEGUA;CP;-73,839282;9,164863
20;CESAR;20175;CHIMICHAGUA;20175014;SOLEDAD;CP;-73,706651;9,055156
20;CESAR;20175;CHIMICHAGUA;20175016;LA MATA;CP;-73,751553;9,146342
20;CESAR;20175;CHIMICHAGUA;20175017;EL CANAL;CP;-73,889233;9,410779
20;CESAR;20175;CHIMICHAGUA;20175018;SANTO DOMINGO;CP;-73,827912;9,231321
20;CESAR;20175;CHIMICHAGUA;20175020;PLATA PERDIDA;CP;-73,772821;9,274811
20;CESAR;20175;CHIMICHAGUA;20175021;SABANAS DE JUAN MARCOS;CP;-73,85256;9,300666
20;CESAR;20175;CHIMICHAGUA;20175022;HIGO AMARILLO;CP;-73,989948;9,329048
20;CESAR;20175;CHIMICHAGUA;20175023;BETEL;CP;-73,823411;9,438252
20;CESAR;20175;CHIMICHAGUA;20175024;BUENOS AIRES;CP;-73,90207;9,307416
20;CESAR;20175;CHIMICHAGUA;20175025;CUATRO ESQUINAS;CP;-73,984888;9,312465
20;CESAR;20175;CHIMICHAGUA;20175029;PIEDRAS BLANCAS;CP;-73,534971;9,084929
20;CESAR;20175;CHIMICHAGUA;20175030;PUEBLITO;CP;-73,776136;9,347892
20;CESAR;20175;CHIMICHAGUA;20175031;ÚLTIMO CASO;CP;-73,753029;9,107888
20;CESAR;20175;CHIMICHAGUA;20175032;ZAPATÍ;CP;-73,751872;9,081226
20;CESAR;20175;CHIMICHAGUA;20175033;CABECERA;CP;-73,700698;9,108639
20;CESAR;20175;CHIMICHAGUA;20175034;CORRALITO;CP;-73,75853;9,285244
20;CESAR;20175;CHIMICHAGUA;20175035;DIOS ME VE;CP;-73,979504;9,357159
20;CESAR;20175;CHIMICHAGUA;20175036;EL PROGRESO;CP;-73,739581;9,072317
20;CESAR;20175;CHIMICHAGUA;20175037;LA INVERNA;CP;-73,840932;9,442971
20;CESAR;20175;CHIMICHAGUA;20175038;LA SABANA DEL TREBOL;CP;-73,855177;9,287019
20;CESAR;20175;CHIMICHAGUA;20175039;LA UNIÓN;CP;-73,836412;9,41153
20;CESAR;20175;CHIMICHAGUA;20175040;MATA DE GUILLIN;CP;-73,694241;9,125529
20;CESAR;20175;CHIMICHAGUA;20175041;NUEVA VICTORIA;CP;-73,836316;9,332711
20;CESAR;20178;CHIRIGUANÁ;20178000;CHIRIGUANÁ;CM;-73,599913;9,361058
20;CESAR;20178;CHIRIGUANÁ;20178006;POPONTE;CP;-73,41163;9,423425
20;CESAR;20178;CHIRIGUANÁ;20178008;RINCÓN HONDO;CP;-73,489464;9,395218
20;CESAR;20178;CHIRIGUANÁ;20178014;LA AURORA;CP;-73,554614;9,465538
20;CESAR;20178;CHIRIGUANÁ;20178015;ESTACIÓN CHIRIGUANÁ;CP;-73,5653;9,365136
20;CESAR;20178;CHIRIGUANÁ;20178016;LA SIERRA;CP;-73,523404;9,370854
20;CESAR;20178;CHIRIGUANÁ;20178017;AGUA FRÍA;CP;-73,586694;9,456495
20;CESAR;20178;CHIRIGUANÁ;20178018;EL CRUCE DE LA SIERRA;CP;-73,533579;9,370929
20;CESAR;20178;CHIRIGUANÁ;20178019;ARENAS BLANCAS;CP;-73,449752;9,470409
20;CESAR;20178;CHIRIGUANÁ;20178021;CERRAJONES;CP;-73,565625;9,487018
20;CESAR;20228;CURUMANÍ;20228000;CURUMANÍ;CM;-73,540843;9,201716
20;CESAR;20228;CURUMANÍ;20228001;SABANAGRANDE;CP;-73,610683;9,199538
20;CESAR;20228;CURUMANÍ;20228002;SAN ROQUE;CP;-73,514962;9,290269
20;CESAR;20228;CURUMANÍ;20228003;SAN SEBASTIÁN;CP;-73,539846;9,273753
20;CESAR;20228;CURUMANÍ;20228004;SANTA ISABEL;CP;-73,482626;9,33274
20;CESAR;20228;CURUMANÍ;20228005;CHAMPÁN;CP;-73,640275;9,191255
20;CESAR;20228;CURUMANÍ;20228007;GUAIMARAL;CP;-73,660064;9,229739
20;CESAR;20228;CURUMANÍ;20228008;BARRIO ACOSTA;CP;-73,64852;9,190064
20;CESAR;20228;CURUMANÍ;20228009;HOJANCHA;CP;-73,653734;9,190082
20;CESAR;20228;CURUMANÍ;20228011;EL MAMEY;CP;-73,616707;9,249405
20;CESAR;20228;CURUMANÍ;20228012;CHINELA;CP;-73,648829;9,175674
20;CESAR;20228;CURUMANÍ;20228014;NUEVO HORIZONTE;CP;-73,651435;9,188801
20;CESAR;20238;EL COPEY;20238000;EL COPEY;CM;-73,962703;10,149883
20;CESAR;20238;EL COPEY;20238002;CARACOLICITO;CP;-73,972704;10,197549
20;CESAR;20238;EL COPEY;20238003;CHIMILA;CP;-73,847691;10,324989
20;CESAR;20238;EL COPEY;20238004;SAN FRANCISCO DE ASÍS;CP;-73,893419;10,287844
20;CESAR;20250;EL PASO;20250000;EL PASO;CM;-73,742012;9,668461
20;CESAR;20250;EL PASO;20250001;EL VALLITO;CP;-73,649532;9,823234
20;CESAR;20250;EL PASO;20250002;LA LOMA;CP;-73,600809;9,618528
20;CESAR;20250;EL PASO;20250003;POTRERILLO;CP;-73,665561;9,538156
20;CESAR;20250;EL PASO;20250004;CUATRO VIENTOS;CP;-73,709361;9,740654
20;CESAR;20250;EL PASO;20250006;EL CARMEN;CP;-73,691737;9,670867
20;CESAR;20295;GAMARRA;20295000;GAMARRA;CM;-73,737558;8,324793
20;CESAR;20295;GAMARRA;20295001;LA ESTACIÓN;CP;-73,718326;8,342555
20;CESAR;20295;GAMARRA;20295002;EL CONTENTO;CP;-73,773075;8,222399
20;CESAR;20295;GAMARRA;20295004;PALENQUILLO;CP;-73,725588;8,44309
20;CESAR;20295;GAMARRA;20295005;PUERTO MOSQUITO;CP;-73,75431;8,18772
20;CESAR;20295;GAMARRA;20295006;PUERTO VIEJO;CP;-73,751521;8,342981
20;CESAR;20295;GAMARRA;20295007;CASCAJAL;CP;-73,733932;8,315072
20;CESAR;20310;GONZÁLEZ;20310000;GONZÁLEZ;CM;-73,38004;8,389604
20;CESAR;20310;GONZÁLEZ;20310002;BÚRBURA;CP;-73,374329;8,432029
20;CESAR;20310;GONZÁLEZ;20310003;CULEBRITA;CP;-73,374661;8,446897
20;CESAR;20310;GONZÁLEZ;20310006;MONTERA;CP;-73,354142;8,419345
20;CESAR;20310;GONZÁLEZ;20310007;SAN ISIDRO;CP;-73,372721;8,37905
20;CESAR;20383;LA GLORIA;20383000;LA GLORIA;CM;-73,80321;8,619298
20;CESAR;20383;LA GLORIA;20383001;AYACUCHO;CP;-73,586948;8,600483
20;CESAR;20383;LA GLORIA;20383002;CAROLINA;CP;-73,764219;8,494099
20;CESAR;20383;LA GLORIA;20383003;MOLINA;CP;-73,754884;8,561639
20;CESAR;20383;LA GLORIA;20383005;SIMAÑA;CP;-73,730523;8,610695
20;CESAR;20383;LA GLORIA;20383006;BESOTE;CP;-73,638431;8,493349
20;CESAR;20383;LA GLORIA;20383010;LA MATA;CP;-73,63559;8,611747
20;CESAR;20383;LA GLORIA;20383011;ESTACIÓN FERROCARRIL;CP;-73,686255;8,626233
20;CESAR;20383;LA GLORIA;20383012;LAS PUNTAS;CP;-73,734961;8,543176
20;CESAR;20400;LA JAGUA DE IBIRICO;20400000;LA JAGUA DE IBIRICO;CM;-73,334143;9,563752
20;CESAR;20400;LA JAGUA DE IBIRICO;20400001;LAS PALMITAS;CP;-73,408451;9,501063
20;CESAR;20400;LA JAGUA DE IBIRICO;20400002;LA VICTORIA DE SAN ISIDRO;CP;-73,235846;9,587243
20;CESAR;20400;LA JAGUA DE IBIRICO;20400003;BOQUERÓN;CP;-73,421954;9,631152
20;CESAR;20443;MANAURE BALCÓN DEL CESAR;20443000;MANAURE BALCÓN DEL CESAR;CM;-73,029472;10,390776
20;CESAR;20517;PAILITAS;20517000;PAILITAS;CM;-73,625825;8,959399
20;CESAR;20517;PAILITAS;20517001;LA FLORESTA;CP;-73,67495;8,842556
20;CESAR;20517;PAILITAS;20517002;RIVERA;CP;-73,69246;9,002889
20;CESAR;20517;PAILITAS;20517004;PALESTINA;CP;-73,693323;8,878186
20;CESAR;20517;PAILITAS;20517006;EL BURRO;CP;-73,661807;8,875571
20;CESAR;20550;PELAYA;20550000;PELAYA;CM;-73,666735;8,689451
20;CESAR;20550;PELAYA;20550001;COSTILLA;CP;-73,723371;8,732507
20;CESAR;20550;PELAYA;20550012;SAN BERNARDO;CP;-73,724861;8,676833
20;CESAR;20570;PUEBLO BELLO;20570000;PUEBLO BELLO;CM;-73,586211;10,417321
20;CESAR;20570;PUEBLO BELLO;20570001;LA CAJA;CP;-73,576781;10,459556
20;CESAR;20570;PUEBLO BELLO;20570002;LAS MINAS DE IRACAL;CP;-73,491426;10,362477
20;CESAR;20570;PUEBLO BELLO;20570003;NUEVO COLÓN;CP;-73,750454;10,388771
20;CESAR;20570;PUEBLO BELLO;20570004;NABUSIMAKE;CP;-73,588096;10,559574
20;CESAR;20570;PUEBLO BELLO;20570005;PALMARITO;CP;-73,739464;10,403191
20;CESAR;20570;PUEBLO BELLO;20570006;SIMONURWA;CP;-73,57522;10,456025
20;CESAR;20614;RÍO DE ORO;20614000;RÍO DE ORO;CM;-73,386393;8,292292
20;CESAR;20614;RÍO DE ORO;20614001;EL MARQUÉZ;CP;-73,591184;8,109768
20;CESAR;20614;RÍO DE ORO;20614004;LOS ANGELES;CP;-73,509752;8,098665
20;CESAR;20614;RÍO DE ORO;20614006;MONTECITOS;CP;-73,505369;8,172024
20;CESAR;20614;RÍO DE ORO;20614010;PUERTO NUEVO;CP;-73,494663;8,217942
20;CESAR;20614;RÍO DE ORO;20614012;MORRISON;CP;-73,555086;8,081291
20;CESAR;20621;LA PAZ;20621000;ROBLES;CM;-73,171365;10,387552
20;CESAR;20621;LA PAZ;20621001;LOS ENCANTOS;CP;-73,069197;10,258898
20;CESAR;20621;LA PAZ;20621006;SAN JOSÉ DEL ORIENTE;CP;-73,047408;10,35207
20;CESAR;20621;LA PAZ;20621011;VARAS BLANCAS;CP;-73,151511;10,423707
20;CESAR;20621;LA PAZ;20621012;SAN JOSÉ DE ORIENTE - BETANIA;CP;-73,051245;10,34864
20;CESAR;20621;LA PAZ;20621013;MINGUILLO;CP;-73,501445;9,943712
20;CESAR;20621;LA PAZ;20621015;RABO LARGO;CP;-73,623509;9,806244
20;CESAR;20621;LA PAZ;20621016;SABANA ALTA;CP;-73,488566;9,92812
20;CESAR;20710;SAN ALBERTO;20710000;SAN ALBERTO;CM;-73,393889;7,76111
20;CESAR;20710;SAN ALBERTO;20710001;LA LLANA;CP;-73,517517;7,727887
20;CESAR;20710;SAN ALBERTO;20710002;LA PALMA;CP;-73,433883;7,732474
20;CESAR;20710;SAN ALBERTO;20710005;LÍBANO;CP;-73,428799;7,83685
20;CESAR;20710;SAN ALBERTO;20710008;PUERTO CARREÑO;CP;-73,432104;7,709625
20;CESAR;20750;SAN DIEGO;20750000;SAN DIEGO;CM;-73,181208;10,333039
20;CESAR;20750;SAN DIEGO;20750001;LOS TUPES;CP;-73,204724;10,347094
20;CESAR;20750;SAN DIEGO;20750002;MEDIA LUNA;CP;-73,14473;10,244292
20;CESAR;20750;SAN DIEGO;20750006;EL RINCÓN;CP;-73,132523;10,270442
20;CESAR;20750;SAN DIEGO;20750007;LAS PITILLAS;CP;-73,239929;10,329975
20;CESAR;20750;SAN DIEGO;20750009;LOS BRASILES;CP;-73,267577;10,182837
20;CESAR;20750;SAN DIEGO;20750011;TOCAIMO;CP;-73,16466;10,223592
20;CESAR;20750;SAN DIEGO;20750012;NUEVAS FLORES;CP;-73,236303;10,145405
20;CESAR;20770;SAN MARTÍN;20770000;SAN MARTÍN;CM;-73,510914;7,999855
20;CESAR;20770;SAN MARTÍN;20770001;AGUAS BLANCAS;CP;-73,55381;7,850401
20;CESAR;20770;SAN MARTÍN;20770003;MINAS;CP;-73,456067;7,893512
20;CESAR;20770;SAN MARTÍN;20770004;PUERTO OCULTO;CP;-73,666492;7,878353
20;CESAR;20770;SAN MARTÍN;20770005;SAN JOSÉ DE LAS AMÉRICAS;CP;-73,571405;7,900394
20;CESAR;20770;SAN MARTÍN;20770006;CANDELIA;CP;-73,591912;7,830276
20;CESAR;20770;SAN MARTÍN;20770007;TERRAPLÉN;CP;-73,657703;7,877982
20;CESAR;20770;SAN MARTÍN;20770008;LA CURVA;CP;-73,544674;7,859497
20;CESAR;20770;SAN MARTÍN;20770009;LA BANCA TORCOROMA;CP;-73,584438;7,938564
20;CESAR;20770;SAN MARTÍN;20770010;CUATRO BOCAS;CP;-73,605492;7,986405
20;CESAR;20770;SAN MARTÍN;20770011;LOS BAGRES;CP;-73,42917;7,948861
20;CESAR;20770;SAN MARTÍN;20770012;PITA LIMÓN;CP;-73,654753;7,947663
20;CESAR;20770;SAN MARTÍN;20770016;CAMPO AMALIA;CP;-73,676895;7,946958
20;CESAR;20787;TAMALAMEQUE;20787000;TAMALAMEQUE;CM;-73,812172;8,861725
20;CESAR;20787;TAMALAMEQUE;20787001;PALESTINA LA NUEVA;CP;-73,701201;8,876619
20;CESAR;20787;TAMALAMEQUE;20787002;LA BOCA;CP;-73,832505;8,858232
20;CESAR;20787;TAMALAMEQUE;20787005;ZAPATOSA;CP;-73,753658;9,008154
20;CESAR;20787;TAMALAMEQUE;20787007;ANTEQUERA;CP;-73,776426;8,907374
20;CESAR;20787;TAMALAMEQUE;20787009;LAS PALMAS;CP;-73,745755;8,80901
20;CESAR;20787;TAMALAMEQUE;20787011;LAS BRISAS;CP;-73,76271;8,870716
20;CESAR;20787;TAMALAMEQUE;20787012;PASACORRIENDO;CP;-73,74967;8,874957
20;CESAR;20787;TAMALAMEQUE;20787013;PUEBLO NUEVO;CP;-73,772489;8,74571
20;CESAR;20787;TAMALAMEQUE;20787014;MUNDO ALREVEZ;CP;-73,736745;8,778982
20;CESAR;20787;TAMALAMEQUE;20787015;EL DOCE;CP;-73,859862;8,891108
20;CESAR;20787;TAMALAMEQUE;20787016;SITIO NUEVO;CP;-73,756935;8,81086
20;CESAR;20787;TAMALAMEQUE;20787017;TOTUMITO;CP;-73,737772;8,931037
20;CESAR;20787;TAMALAMEQUE;20787018;MATA DE BARRO;CP;-73,694248;9,016658
23;CÓRDOBA;23001;MONTERÍA;23001000;MONTERÍA;CM;-75,873096;8,759789
23;CÓRDOBA;23001;MONTERÍA;23001001;BUENOS AIRES;CP;-75,756517;8,46802
23;CÓRDOBA;23001;MONTERÍA;23001002;PALOTAL;CP;-75,897964;8,856338
23;CÓRDOBA;23001;MONTERÍA;23001003;EL CERRITO;CP;-75,787381;8,715953
23;CÓRDOBA;23001;MONTERÍA;23001004;EL SABANAL;CP;-75,80678;8,778804
23;CÓRDOBA;23001;MONTERÍA;23001005;GUASIMAL;CP;-76,077224;8,367149
23;CÓRDOBA;23001;MONTERÍA;23001006;JARAQUIEL;CP;-75,944711;8,696763
23;CÓRDOBA;23001;MONTERÍA;23001007;LA MANTA;CP;-75,724552;8,401467
23;CÓRDOBA;23001;MONTERÍA;23001008;LAS PALOMAS;CP;-75,995657;8,445604
23;CÓRDOBA;23001;MONTERÍA;23001009;LETICIA - EL TRONCO;CP;-76,03049;8,679658
23;CÓRDOBA;23001;MONTERÍA;23001010;LOMA VERDE;CP;-76,173624;8,497626
23;CÓRDOBA;23001;MONTERÍA;23001011;LOS GARZONES;CP;-75,843558;8,826025
23;CÓRDOBA;23001;MONTERÍA;23001012;NUEVO PARAÍSO;CP;-76,046619;8,742665
23;CÓRDOBA;23001;MONTERÍA;23001013;NUEVA LUCÍA;CP;-75,825648;8,417985
23;CÓRDOBA;23001;MONTERÍA;23001014;PATIO BONITO;CP;-75,74402;8,608426
23;CÓRDOBA;23001;MONTERÍA;23001015;SAN ISIDRO;CP;-75,893362;8,57885
23;CÓRDOBA;23001;MONTERÍA;23001016;PUEBLO BUHO;CP;-76,169257;8,609111
23;CÓRDOBA;23001;MONTERÍA;23001017;SAN ANTERITO;CP;-75,859425;8,562375
23;CÓRDOBA;23001;MONTERÍA;23001018;SANTA CLARA;CP;-76,061318;8,908072
23;CÓRDOBA;23001;MONTERÍA;23001019;SANTA ISABEL;CP;-75,954943;8,545665
23;CÓRDOBA;23001;MONTERÍA;23001020;SANTA LUCÍA;CP;-76,037675;8,845111
23;CÓRDOBA;23001;MONTERÍA;23001021;TRES PALMAS;CP;-75,95043;8,490705
23;CÓRDOBA;23001;MONTERÍA;23001022;TRES PIEDRAS;CP;-75,950819;8,43997
23;CÓRDOBA;23001;MONTERÍA;23001028;EL BARSAL;CP;-76,143076;8,59075
23;CÓRDOBA;23001;MONTERÍA;23001029;NUEVA ESPERANZA;CP;-75,685361;8,333971
23;CÓRDOBA;23001;MONTERÍA;23001030;EL COCUELO;CP;-76,122794;8,62957
23;CÓRDOBA;23001;MONTERÍA;23001031;MARTINICA;CP;-76,013192;8,703066
23;CÓRDOBA;23001;MONTERÍA;23001032;GUATEQUE;CP;-75,869301;8,635687
23;CÓRDOBA;23001;MONTERÍA;23001033;TENERIFE;CP;-76,108707;8,667352
23;CÓRDOBA;23001;MONTERÍA;23001034;LA VICTORIA;CP;-75,790425;8,577492
23;CÓRDOBA;23001;MONTERÍA;23001035;MORINDÓ CENTRAL;CP;-76,167826;8,907531
23;CÓRDOBA;23001;MONTERÍA;23001036;BOCA DE LA CEIBA;CP;-75,858767;8,82717
23;CÓRDOBA;23001;MONTERÍA;23001037;BROQUELITO;CP;-76,021509;8,500463
23;CÓRDOBA;23001;MONTERÍA;23001038;EL LIMÓN;CP;-75,971107;8,494842
23;CÓRDOBA;23001;MONTERÍA;23001039;EL QUINCE;CP;-75,783449;8,653964
23;CÓRDOBA;23001;MONTERÍA;23001040;EL VIDRIAL;CP;-75,898385;8,811851
23;CÓRDOBA;23001;MONTERÍA;23001041;ENSENADA DE LA HAMACA;CP;-75,860582;8,420319
23;CÓRDOBA;23001;MONTERÍA;23001042;GALILEA;CP;-75,898634;8,590312
23;CÓRDOBA;23001;MONTERÍA;23001043;LA ESPERANZA;CP;-75,892507;8,526884
23;CÓRDOBA;23001;MONTERÍA;23001044;LA FLORIDA;CP;-75,919624;8,553884
23;CÓRDOBA;23001;MONTERÍA;23001045;MAQUENCAL;CP;-75,701008;8,425784
23;CÓRDOBA;23001;MONTERÍA;23001046;MARACAYO;CP;-75,890822;8,409369
23;CÓRDOBA;23001;MONTERÍA;23001047;MATAMOROS;CP;-76,12779;8,404742
23;CÓRDOBA;23001;MONTERÍA;23001048;MOCHILAS;CP;-75,839947;8,59161
23;CÓRDOBA;23001;MONTERÍA;23001049;NUEVOS HORIZONTES;CP;-76,092039;8,435557
23;CÓRDOBA;23001;MONTERÍA;23001050;PALMITO PICAO;CP;-75,944502;8,561079
23;CÓRDOBA;23001;MONTERÍA;23001051;PEREIRA;CP;-76,075995;8,517224
23;CÓRDOBA;23001;MONTERÍA;23001052;VILLAVICENCIO;CP;-76,124707;8,456973
23;CÓRDOBA;23001;MONTERÍA;23001053;YA LA LLEVA;CP;-75,940398;8,485655
23;CÓRDOBA;23001;MONTERÍA;23001054;AGUA VIVAS;CP;-76,115548;8,843305
23;CÓRDOBA;23001;MONTERÍA;23001055;ARENAL;CP;-75,859419;8,845978
23;CÓRDOBA;23001;MONTERÍA;23001059;CALLE BARRIDA;CP;-75,799488;8,541629
23;CÓRDOBA;23001;MONTERÍA;23001062;EL TAPAO;CP;-75,828859;8,781808
23;CÓRDOBA;23001;MONTERÍA;23001063;LA LUCHA;CP;-76,08161;8,806439
23;CÓRDOBA;23001;MONTERÍA;23001064;LA POZA;CP;-75,843782;8,500332
23;CÓRDOBA;23001;MONTERÍA;23001065;LOS CEDROS;CP;-75,987175;8,815853
23;CÓRDOBA;23001;MONTERÍA;23001066;LOS PANTANOS;CP;-76,046994;8,81262
23;CÓRDOBA;23001;MONTERÍA;23001068;EL DOCE;CP;-75,802807;8,674064
23;CÓRDOBA;23001;MONTERÍA;23001069;PUEBLO SECO;CP;-75,903935;8,670975
23;CÓRDOBA;23001;MONTERÍA;23001070;SAN FRANCISCO;CP;-76,194623;8,441044
23;CÓRDOBA;23001;MONTERÍA;23001072;EL FLORAL;CP;-75,917942;8,806967
23;CÓRDOBA;23001;MONTERÍA;23001073;MEDELLÍN - SAPO;CP;-75,909084;8,668036
23;CÓRDOBA;23001;MONTERÍA;23001074;SAN JERÓNIMO (GOLERO);CP;-75,709435;8,302035
23;CÓRDOBA;23001;MONTERÍA;23001075;BESITO VOLAO;CP;-75,817947;8,754965
23;CÓRDOBA;23001;MONTERÍA;23001076;COREA;CP;-75,906451;8,482016
23;CÓRDOBA;23001;MONTERÍA;23001077;EL BICHO;CP;-75,949961;8,388699
23;CÓRDOBA;23001;MONTERÍA;23001078;EL PORVENIR;CP;-75,781743;8,424624
23;CÓRDOBA;23001;MONTERÍA;23001079;SANTA FE;CP;-75,901729;8,534844
23;CÓRDOBA;23068;AYAPEL;23068000;AYAPEL;CM;-75,146048;8,313838
23;CÓRDOBA;23068;AYAPEL;23068001;ALFONSO LÓPEZ;CP;-74,899477;8,394134
23;CÓRDOBA;23068;AYAPEL;23068003;CECILIA;CP;-75,03233;8,46159
23;CÓRDOBA;23068;AYAPEL;23068004;EL CEDRO;CP;-75,127491;8,284519
23;CÓRDOBA;23068;AYAPEL;23068006;NARIÑO;CP;-74,986661;8,298901
23;CÓRDOBA;23068;AYAPEL;23068007;PALOTAL;CP;-75,232854;8,241127
23;CÓRDOBA;23068;AYAPEL;23068009;SINCELEJITO;CP;-75,001234;8,410917
23;CÓRDOBA;23068;AYAPEL;23068012;MARRALÚ;CP;-75,237841;8,312099
23;CÓRDOBA;23068;AYAPEL;23068014;PUEBLO NUEVO - POPALES;CP;-74,95968;8,241339
23;CÓRDOBA;23068;AYAPEL;23068015;LAS DELICIAS;CP;-75,19861;8,267724
23;CÓRDOBA;23079;BUENAVISTA;23079000;BUENAVISTA;CM;-75,480897;8,221187
23;CÓRDOBA;23079;BUENAVISTA;23079001;TIERRA SANTA;CP;-75,31272;8,244772
23;CÓRDOBA;23079;BUENAVISTA;23079002;VILLA FÁTIMA;CP;-75,392262;8,095992
23;CÓRDOBA;23079;BUENAVISTA;23079003;BELÉN;CP;-75,413755;8,28227
23;CÓRDOBA;23079;BUENAVISTA;23079004;NUEVA ESTACIÓN;CP;-75,491589;8,237517
